No,date,Fa1,Fa2,Fa3,Fa5,Fa6,Fa7,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed SAM,Spin Coating Time SAM,Annealed Temperature SAM,Annealed Time SAM,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Formula Passivator 4,Concentration Passivator 4,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,PCE,PCE_pred
27398,20250109,0.05,0.16,0.79,2.9,0.1,1.73,6,0.72,1,2.3,0,0.0,11,0.11,6,0.22,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,12.0,180,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1999,18.340456
41426,20250417,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,2,1.0,10,0.198,5,0.066,6,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,4,2.0,0,0.0,5000.0,31.0,10.0,120.0,100.0,5.0,23.6779,23.884756
18243,20241211,0.05,0.16,0.79,2.9,0.1,1.73,4,1.2,0,0.0,0,0.0,9,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7939,16.656069
27704,20250113,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,7,0.7,0,0.0,10,0.198,1,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,4000,30,6.0,160,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1433,17.004288
27338,20250109,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,7,0.7,0,0.0,14,0.0825,6,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,15,5000,35,10.0,160,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4954,19.072475
30245,20250224,0.05,0.16,0.79,2.9,0.1,1.73,6,0.72,1,2.3,0,0.0,11,0.132,6,0.198,0,0.0,0.0,0.0,0.0,0.0,980,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8786,19.21676
50148,20250627,0.05,0.08,0.87,3.0,0.0,1.65,2,15.0,10,2.0,0,0.0,2,0.5,0,0.0,0,0.0,3000.0,30.0,100.0,10.0,1000,5,5500,30,15.0,150,110,15,8,0.5,8,0.15,0,0.0,0,0.0,5000.0,30.0,6.0,70.0,100.0,5.0,26.7809,26.086975
39713,20250403,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.066,6,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,4,2.0,0,0.0,5000.0,32.0,10.0,130.0,100.0,5.0,24.8927,23.97664
41106,20250415,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,1,0.75,10,0.198,5,0.066,6,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,0,0.0,0,0.0,5000.0,30.0,8.0,130.0,100.0,5.0,25.4235,24.21632
44381,20250603,0.05,0.05,0.9,3.0,0.0,1.6,2,15.0,10,2.0,0,0.0,5,0.33,0,0.0,0,0.0,3000.0,30.0,100.0,10.0,1000,5,5500,30,10.0,150,110,15,10,1.0,0,0.0,0,0.0,0,0.0,4900.0,30.0,8.0,130.0,100.0,5.0,17.8159,20.24249
34122,20250118,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,35,15.0,200,110,15,11,1.0,0,0.0,0,0.0,0,0.0,4400.0,35.0,6.0,140.0,110.0,2.0,21.7414,20.926888
37202,20250320,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,0.75,7,0.25,0,0.0,0,0.0,5000.0,30.0,11.0,100.0,100.0,7.0,21.8323,22.24643
24282,20241230,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.5,0,0.0,13,0.132,11,0.198,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,15,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1999,17.8644
32835,20250312,0.05,0.15,0.8,3.0,0.0,1.53,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1036,7,4678,36,12.0,151,110,19,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3879,20.208769
37462,20250321,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.165,6,0.11,7,0.055,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.4,0,0.0,0,0.0,0,0.0,5000.0,30.0,7.0,120.0,100.0,3.0,22.9815,23.411655
6220,20241019,0.15,0.3,0.55,2.85,0.15,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,150,100,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.287,14.403213
29154,20250219,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,4800,35,8.0,170,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.908,20.320028
37802,20250324,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.165,6,0.0825,7,0.0825,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,10,1.0,0,0.0,0,0.0,0,0.0,4000.0,30.0,10.0,100.0,100.0,3.0,22.5576,22.97297
37587,20250321,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.066,6,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.4,0,0.0,0,0.0,0,0.0,4800.0,31.0,10.0,110.0,110.0,2.0,22.7992,23.32021
1664,20240919,0.05,0.15,0.8,2.85,0.15,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,15,5500,25,15.0,150,105,35,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.883,14.801062
14142,20241203,0.05,0.16,0.79,2.9,0.1,1.73,2,10.0,0,0.0,0,0.0,13,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.527,15.717192
27437,20250109,0.05,0.16,0.79,2.9,0.1,1.73,6,0.72,1,2.3,0,0.0,10,0.198,11,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,12.0,160,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5325,18.122803
36177,20250313,0.05,0.15,0.8,3.0,0.0,1.53,2,10.0,6,0.5,0,0.0,10,0.2475,1,0.0825,0,0.0,0.0,0.0,0.0,0.0,1037,8,5312,27,11.0,262,100,13,11,1.8,0,0.0,0,0.0,0,0.0,3800.0,25.0,8.0,100.0,100.0,3.0,13.9759,17.157179
34814,20250211,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,14,0.2475,4,0.0825,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,15.0,200,100,20,10,1.0,0,0.0,0,0.0,0,0.0,4500.0,30.0,12.0,100.0,110.0,4.0,19.016,19.724098
37221,20250320,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,0.25,3,0.75,0,0.0,0,0.0,4900.0,31.0,14.0,120.0,100.0,5.0,21.7261,21.466621
22229,20241223,0.05,0.16,0.79,2.9,0.1,1.73,6,0.72,1,2.3,0,0.0,13,0.2475,11,0.0825,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.993,17.92399
39554,20250403,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,5,0.066,6,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,4,2.0,0,0.0,5000.0,32.0,10.0,130.0,100.0,5.0,24.275,23.97664
33066,20250110,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,10,0.11,6,0.22,0,0.0,0.0,0.0,0.0,0.0,1000,10,4700,30,8.0,200,115,30,11,2.0,0,0.0,0,0.0,0,0.0,5000.0,30.0,7.0,200.0,110.0,11.0,20.8952,20.972338
36844,20250318,0.07,0.1,0.83,3.0,0.0,1.63,2,10.0,6,0.5,0,0.0,10,0.198,1,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,200,105,20,10,1.0,0,0.0,0,0.0,0,0.0,4100.0,31.0,12.0,100.0,100.0,4.0,21.0671,21.109682
4482,20241009,0.07,0.1,0.83,2.5,0.5,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,120,110,50,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,13.195005
5579,20241010,0.15,0.3,0.55,2.4,0.6,1.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,4000,30,10.0,120,100,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.226,13.712868
45345,20250606,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,6,0.33,0,0.0,0,0.0,4000.0,20.0,120.0,10.0,1000,10,5000,40,10.0,160,110,25,1,1.0,0,0.0,0,0.0,0,0.0,4000.0,30.0,8.0,130.0,100.0,10.0,20.1939,21.098063
5356,20241009,0.15,0.3,0.55,2.4,0.6,1.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,120,100,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.313,13.358911
42301,20250425,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,2,1.0,10,0.165,6,0.11,6,0.055,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,13,2.0,1,2.5,0,0.0,5000.0,31.0,10.0,120.0,100.0,5.0,23.7487,23.391546
32663,20250312,0.08,0.1,0.82,3.0,0.0,1.65,2,10.0,6,0.5,0,0.0,10,0.2475,6,0.0825,0,0.0,0.0,0.0,0.0,0.0,1053,8,4280,35,11.0,219,110,24,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1002,20.343073
49181,20250612,0.05,0.1,0.85,3.0,0.0,1.65,2,15.0,10,0.5,0,0.0,2,0.5,0,0.0,0,0.0,3000.0,30.0,100.0,10.0,1000,5,5500,30,15.0,150,110,15,8,0.5,0,0.0,0,0.0,0,0.0,5000.0,30.0,6.0,70.0,100.0,5.0,24.1475,24.641876
42386,20250425,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,2,1.0,10,0.188571429,6,0.125714286,3,0.015714286,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,13,2.0,1,2.5,0,0.0,4900.0,30.0,14.0,120.0,100.0,5.0,23.8111,23.409206
3290,20240926,0.1,0.2,0.7,2.75,0.25,1.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,950,10,5000,30,10.0,110,105,20,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.437,14.80238
42035,20250424,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.165,6,0.11,6,0.055,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,3,0.4,0,0.0,4100.0,30.0,12.0,100.0,100.0,4.0,23.6023,23.140676
50125,20250627,0.05,0.05,0.9,3.0,0.0,1.65,2,15.0,10,2.0,0,0.0,2,0.5,0,0.0,0,0.0,3000.0,30.0,100.0,10.0,1000,5,5500,30,15.0,150,110,15,11,0.15,5,0.5,0,0.0,0,0.0,5000.0,30.0,6.0,70.0,100.0,5.0,26.2164,25.356617
33011,20250110,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,10,0.11,6,0.22,0,0.0,0.0,0.0,0.0,0.0,1000,10,4700,30,8.0,200,115,30,11,1.0,0,0.0,0,0.0,0,0.0,4000.0,30.0,8.0,100.0,100.0,13.0,20.3041,20.296669
31221,20250227,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,7,0.7,0,0.0,10,0.198,11,0.132,0,0.0,0.0,0.0,0.0,0.0,966,11,4716,30,11.0,161,115,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5351,17.75562
32539,20250312,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,12,5000,40,10.0,180,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2106,19.898722
27978,20250113,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,14,0.2475,4,0.0825,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,8.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.415,19.322393
22391,20241223,0.05,0.16,0.79,2.9,0.1,1.73,6,0.72,1,2.3,0,0.0,13,0.2475,1,0.0825,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0338,17.4997
39131,20250401,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.188571429,6,0.125714286,3,0.015714286,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,4,2.0,0,0.0,4100.0,30.0,12.0,100.0,100.0,4.0,23.916,23.17439
33990,20250118,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,10,0.11,6,0.22,0,0.0,0.0,0.0,0.0,0.0,1000,10,4700,30,8.0,200,115,30,11,1.5,0,0.0,0,0.0,0,0.0,4700.0,25.0,9.0,120.0,120.0,4.0,19.9383,19.689528
38314,20250327,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,0,0.0,0,0.0,4100.0,30.0,12.0,100.0,100.0,4.0,23.522,22.394777
38358,20250327,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,13,4.5,0,0.0,0,0.0,4000.0,30.0,10.0,100.0,100.0,3.0,21.612,20.9223
10348,20241125,0.1,0.0,0.9,2.8,0.2,1.5,0,0.0,0,0.0,0,0.0,4,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,12.0,240,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,16.388775
7305,20241024,0.05,0.14,0.81,2.85,0.15,1.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,120,100,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.19,14.955887
3821,20240927,0.25,0.5,0.25,2.7,0.3,1.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,120,115,20,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.173,12.55904
1627,20240919,0.05,0.14,0.81,2.85,0.15,1.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,120,100,20,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.113,15.519781
38529,20250327,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,16,4.5,12,4.5,0,0.0,0,0.0,5000.0,33.0,11.0,100.0,100.0,7.0,17.9194,18.920467
17206,20241209,0.05,0.16,0.79,2.9,0.1,1.73,1,4.8,0,0.0,0,0.0,13,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8111,17.531185
7074,20241024,0.05,0.16,0.79,2.85,0.15,1.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,120,100,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.938,14.918648
26955,20250108,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,7,0.7,0,0.0,14,0.0825,6,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,15,5000,30,6.0,160,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3695,18.968594
36222,20250314,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,10,1.4,0,0.0,0,0.0,0,0.0,5000.0,30.0,14.0,120.0,100.0,5.0,22.9633,22.362272
28848,20250218,0.1,0.0,0.9,2.8,0.2,1.5,2,4.0,3,12.0,0,0.0,11,0.132,11,0.198,0,0.0,0.0,0.0,0.0,0.0,1000,15,4900,30,10.0,180,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3526,18.639915
41407,20250417,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,1,0.75,10,0.198,5,0.066,6,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,0,0.0,0,0.0,4000.0,30.0,10.0,100.0,90.0,5.0,24.1465,24.105919
21157,20241221,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,10,0.165,1,0.165,0,0.0,0.0,0.0,0.0,0.0,1200,10,5000,30,8.0,200,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8743,19.011553
44135,20250528,0.05,0.05,0.9,3.0,0.0,1.6,2,15.0,10,2.0,0,0.0,5,0.2475,1,0.0825,0,0.0,3000.0,30.0,100.0,10.0,1000,5,5500,30,10.0,150,110,15,11,1.0,5,0.5,0,0.0,0,0.0,4900.0,30.0,8.0,130.0,100.0,5.0,25.1793,22.457664
42107,20250424,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.188571429,6,0.125714286,3,0.015714286,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,1,2.5,0,0.0,4900.0,31.0,8.0,130.0,100.0,5.0,24.1175,23.858864
26222,20250106,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,7,0.7,0,0.0,9,0.165,6,0.165,0,0.0,0.0,0.0,0.0,0.0,1400,10,5900,28,12.0,170,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9008,19.195868
454,20240912,0.05,0.15,0.8,2.9,0.1,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,150,100,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.123,14.864343
42126,20250424,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.188571429,6,0.125714286,3,0.015714286,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,5,0.5,3,0.4,0,0.0,4600.0,33.0,14.0,110.0,100.0,7.0,23.7148,23.66383
6792,20241024,0.05,0.14,0.81,2.85,0.15,1.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,120,100,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.858,14.818716
20470,20241219,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,6,0.8,0,0.0,14,0.2475,1,0.0825,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5314,18.191845
31681,20250305,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,14,0.165,6,0.165,0,0.0,0.0,0.0,0.0,0.0,996,12,4788,35,12.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7247,20.653343
28674,20250218,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,6,0.9,0,0.0,10,0.198,11,0.132,0,0.0,0.0,0.0,0.0,0.0,1200,12,4900,35,6.0,180,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3459,18.82939
37134,20250320,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,0.25,6,0.75,0,0.0,0,0.0,4000.0,30.0,10.0,100.0,90.0,5.0,21.6527,22.083761
28664,20250218,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,6,0.9,0,0.0,10,0.198,11,0.132,0,0.0,0.0,0.0,0.0,0.0,1500,12,4900,30,6.0,180,105,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4346,18.884357
44634,20250604,0.05,0.1,0.85,3.0,0.0,1.5,5,1.0,2,14.6,0,0.0,7,0.33,0,0.0,0,0.0,3000.0,30.0,100.0,10.0,1000,10,5000,40,10.0,160,110,25,8,0.5,0,0.0,0,0.0,0,0.0,3000.0,30.0,8.0,130.0,100.0,5.0,23.3166,21.838736
5968,20241019,0.1,0.19,0.71,2.85,0.15,1.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,120,110,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.831,14.589553
6574,20241019,0.1,0.0,0.9,2.8,0.2,1.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,120,110,20,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.83,15.073621
39286,20250402,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,5,0.066,6,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,11,1.0,13,2.0,1,2.5,0,0.0,5000.0,33.0,11.0,100.0,100.0,7.0,21.8367,23.092987
27436,20250109,0.05,0.16,0.79,2.9,0.1,1.73,6,0.72,1,2.3,0,0.0,10,0.198,11,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,180,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1625,18.217411
37955,20250325,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,6,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,10,1.0,5,0.5,0,0.0,0,0.0,5000.0,31.0,10.0,120.0,100.0,5.0,21.7833,22.541632
46040,20250611,0.05,0.05,0.9,3.0,0.0,1.5,2,14.6,6,0.517,0,0.0,5,0.33,0,0.0,0,0.0,3000.0,30.0,100.0,10.0,1000,10,5000,40,10.0,160,120,13,8,0.5,0,0.0,0,0.0,0,0.0,4900.0,30.0,8.0,130.0,100.0,10.0,23.0781,21.966595
20684,20241219,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,6,0.8,0,0.0,10,0.165,11,0.165,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8246,19.200735
28710,20250218,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,6,0.9,0,0.0,10,0.2475,6,0.0825,0,0.0,0.0,0.0,0.0,0.0,1000,12,4900,30,8.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6772,18.68374
4016,20240928,0.07,0.1,0.83,2.65,0.35,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1100,10,6000,30,15.0,100,110,35,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.783,14.089569
32762,20250312,0.07,0.1,0.83,3.0,0.0,1.63,2,10.0,6,0.4,0,0.0,1,0.2475,10,0.0825,0,0.0,0.0,0.0,0.0,0.0,1073,14,4447,34,9.0,216,100,18,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4793,20.942356
