index,date,rank,Formula PVK,Concentration PVK,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed SAM,Spin Coating Time SAM,Annealed Temperature SAM,Annealed Time SAM,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Formula Passivator 4,Concentration Passivator 4,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,PCE,FF,Voc,Jsc,area_px2,mean_RGB,VAR_RGB,gray_mean,gray_contrast,mean_B,mean_G,mean_R,var_B,var_G,var_R,filename,folder_date,date.1,defect_bright,defect_dark,defect_crack,defect_total,closest_color_name,Nucleation Onset Time After Spin Coating,Maximum PL Intensity,Time to Peak PL Intensity After Nucleation,max_column,10%decay_column,10%decay_value,10%slope,20%decay_column,20%decay_value,20%slope,30%decay_column,30%decay_value,30%slope,file_location,xrd_intensity_12.6,xrd_fhwm_12.6,xrd_intensity_4,xrd_fhwm_4,xrd_intensity_4_filename,xrd_Stress,xrd_Stress_filename_x,xrd_intensity_5.3,xrd_fhwm_5.3,xrd_intensity_5.3_filename,Unnamed: 90,Unnamed: 91,xrd_Stress_filename_y
3369,20240926,9,Cs0.04MA0.25FA0.71Pb1I2.79Br0.21,1.54,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,13.938,72.883,0.91093,20.993,96.5,53.8458,107.7372,55.8103,9.201,45.6161,54.9336,60.9876,149.2951,93.313,80.6036,expID20240926\Image\ԭͼ\3_-133433_.JPEG,20240926,20240926,16,12,3,31,darkslategray,30,57307.414,22,0,11200,5445.414,4.630535714,9800,11418.414,4.68255102,9200,15586.414,4.534891304,0926_1\GP_PL_20240926_483_483.csv,,,,,,,,,,,,,
3388,20240926,9,Cs0.05MA0.3FA0.65Pb1I2.78Br0.22,1.56,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,120,30,,,,,,,,,,,,,,,11.429,60.945,0.9448,19.849,99.9,70.7401,229.3869,71.9555,14.7666,68.6976,73.4557,70.067,245.581,216.2399,226.3398,expID20240926\Image\ԭͼ\4_-160119_.JPEG,20240926,20240926,79,10,8,97,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,20240926,9,Cs0.05MA0.3FA0.65Pb1I2.78Br0.22,1.56,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,120,30,,,,,,,,,,,,,,,5.8739,70.235,0.56332,14.846,99.6,53.7712,149.5151,55.5135,11.0818,47.7551,55.6787,57.88,204.4946,135.4722,108.5786,expID20240926\Image\ԭͼ\4_-133449_.JPEG,20240926,20240926,34,6,5,45,darkslategray,30,57274.102,22,0,9400,5648.102,5.49212766,8000,11340.102,5.74175,6800,16487.102,5.998088235,0926_1\GP_PL_20240926_484_484.csv,,,,,,,,,,,,,
3406,20240926,9,Cs0.04MA0.31FA0.65Pb1I2.77Br0.23,1.58,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,120,30,,,,,,,,,,,,,,,9.6709,53.793,0.9636,18.657,99.9,55.1722,213.8211,56.5748,14.022,52.1962,57.9246,55.3957,267.512,208.2948,165.6566,expID20240926\Image\ԭͼ\5_-133504_.JPEG,20240926,20240926,25,59,3,87,darkslategray,30,57312.414,22,0,9800,5263.414,5.311122449,8800,11323.414,5.226022727,8000,17141.414,5.021375,0926_1\GP_PL_20240926_485_485.csv,,,,,,,,,,,,,
3423,20240926,9,Cs0.04MA0.31FA0.65Pb1I2.77Br0.23,1.58,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,120,30,,,,,,,,,,,,,,,13.471,70.591,0.986,19.354,99.9,46.6013,54.0912,48.3673,5.8065,39.9139,48.4431,51.4468,64.0433,35.6769,62.5535,expID20240926\Image\ԭͼ\5_-160135_.JPEG,20240926,20240926,10,0,3,13,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,20240926,9,Cs0.05MA0.12FA0.83Pb1I2.75Br0.25,1.35,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,12.969,65.35,0.99988,19.849,98.9,53.8518,153.7217,55.9977,10.7244,43.371,54.6533,63.531,199.2634,123.5808,138.3209,expID20240926\Image\ԭͼ\7_-133535_.JPEG,20240926,20240926,19,10,2,31,darkslategray,30,57308.211,22,0,12000,5521.21,4.315583417,10000,11163.211,4.6145,9400,15697.211,4.426702128,0926_1\GP_PL_20240926_487_487.csv,,,,,,,,,,,,,
3470,20240926,9,Cs0.05MA0.12FA0.83Pb1I2.75Br0.25,1.35,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,14.642,76.407,0.95842,19.995,99.7,54.9923,115.7441,57.2652,8.8062,43.4792,55.3895,66.1083,146.6063,84.1573,116.4688,expID20240926\Image\ԭͼ\7_-160207_.JPEG,20240926,20240926,10,13,5,28,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,20240926,9,Cs0.07MA0.08FA0.85Pb1I2.75Br0.25,1.85,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,110,30,,,,,,,,,,,,,,,0.82148,26.771,0.22189,13.83,65.2,73.4019,606.7694,75.5242,24.3574,68.3386,77.4147,74.4523,612.4432,594.2998,613.5654,expID20240926\Image\ԭͼ\8_-133550_.JPEG,20240926,20240926,55,7,3,65,darkslategray,20,57335.414,28.6,1600,20000,57266.414,0.00375,20000,57266.414,0.00375,20000,57266.414,0.00375,0926_1\GP_PL_20240926_488_488.csv,,,,,,,,,,,,,
3494,20240926,9,Cs0.07MA0.08FA0.85Pb1I2.75Br0.25,1.85,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,110,30,,,,,,,,,,,,,,,2.2122,33.919,0.47661,13.684,51.9,75.1838,473.4294,77.1503,21.7617,70.6966,78.999,75.8557,460.8978,477.6508,481.7396,expID20240926\Image\ԭͼ\8_-160223_.JPEG,20240926,20240926,3,2,0,5,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,20240926,9,Cs0.11MA0.25FA0.64Pb1I2.75Br0.25,1.43,,,,,,,,,,,,,,,,,1050,10,5000,25,15,130,100,30,,,,,,,,,,,,,,,14.154,79.587,0.96418,18.445,99.6,55.5446,131.7923,57.1718,9.7426,49.4407,57.1439,60.0494,187.0807,104.3885,103.9077,expID20240926\Image\ԭͼ\9_-133606_.JPEG,20240926,20240926,19,15,0,34,darkslategray,20,40798.637,27,0,12400,4052.636,2.963387177,11200,7569.636,2.966875089,8200,11601.636,3.560609878,0926_1\GP_PL_20240926_489_489.csv,,,,,,,,,,,,,
3520,20240926,9,Cs0.11MA0.25FA0.64Pb1I2.75Br0.25,1.43,,,,,,,,,,,,,,,,,1050,10,5000,25,15,130,100,30,,,,,,,,,,,,,,,15.634,75.616,1.0357,19.962,98.5,61.5232,313.9932,62.7885,16.8351,58.7713,63.979,61.8192,375.9753,290.8881,275.1162,expID20240926\Image\ԭͼ\9_-180335_.JPEG,20240926,20240926,20,19,4,43,darkslategray,20,40137.363,27,0,9600,3642.362,3.801562604,8800,7791.361,3.675682045,8200,10615.361,3.600244146,0926_3\GP_PL_20240926_529_529.csv,,,,,,,,,,,,,
3532,20240927,10,Cs0.05MA0.2FA0.75Pb1I2.7Br0.3,1.8,,,,,,,,,,,,,,,,,1200,15,5000,35,15,120,110,45,,,,,,,,,,,,,,,0.75609,27.496,0.1992,13.804,20.9,91.1972,69.1295,93.165,8.0336,86.5057,94.8096,92.2764,72.2963,64.0908,71.0014,expID20240927\Image\ԭͼ\1_-190557_.JPEG,20240927,20240927,0,4,0,4,dimgray,35,10657.035,27,0,20000,1794.035,0.44315,9800,2090.035,0.874183673,9200,3114.035,0.819891304,0927_3\GP_PL_20240927_581_581.csv,,,,,,,,,,,,,
3537,20240927,10,Cs0.05MA0.2FA0.75Pb1I2.7Br0.3,1.8,,,,,,,,,,,,,,,,,1200,15,5000,35,15,120,110,45,,,,,,,,,,,,,,,0.51196,121.64,0.040736,10.332,31.2,79.6501,313.6174,81.5501,17.6926,75.802,83.5887,79.5595,290.0449,306.7075,344.0999,expID20240927\Image\ԭͼ\1_-162725_.JPEG,20240927,20240927,45,2,0,47,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542,20240927,10,Cs0.05MA0.2FA0.75Pb1I2.7Br0.3,1.8,,,,,,,,,,,,,,,,,1200,15,5000,35,15,120,110,45,,,,,,,,,,,,,,,0.10536,28.289,0.03227,11.541,47.9,79.5092,322.1982,81.4406,17.3258,74.6699,83.0293,80.8283,352.2774,295.7133,318.6038,expID20240927\Image\ԭͼ\1_-133442_.JPEG,20240927,20240927,3,5,3,11,darkslategray,35,4177.538,30.6,3600,20000,2230.538,0.118719512,20000,2230.538,0.118719512,20000,2230.538,0.118719512,0927_1\GP_PL_20240927_541_541.csv,,,,,,,,,,,,,
3562,20240927,10,Cs0.1MA0.4FA0.5Pb1I2.7Br0.3,1.3,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,7.5963,45.008,0.89026,18.958,99.7,46.3438,44.6691,48.2117,5.4886,38.712,47.8901,52.4294,56.1598,29.2908,48.5567,expID20240927\Image\ԭͼ\10_-190807_.JPEG,20240927,20240927,6,0,1,7,darkslategray,20,13012.361,33.6,6600,9400,1276.362,4.191428214,8800,2447.362,4.802272273,8600,3151.362,4.9304995,0927_3\GP_PL_20240927_590_590.csv,,,,,,,,,,,,,
3583,20240927,10,Cs0.1FA0.9Pb1I2.7Br0.3,1.6,,,,,,,,,,,,,,,,,600,10,4000,30,10,100,110,30,,,,,,,,,,,,,,,3.1181,30.194,0.54454,18.965,99.4,57.1673,225.4761,58.4775,13.6994,54.1692,59.6755,57.6572,306.5786,194.5636,175.286,expID20240927\Image\ԭͼ\11_-162950_.JPEG,20240927,20240927,21,10,2,33,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3586,20240927,10,Cs0.1FA0.9Pb1I2.7Br0.3,1.6,,,,,,,,,,,,,,,,,600,10,4000,30,10,100,110,30,,,,,,,,,,,,,,,2.1039,33.277,0.46035,13.734,91.3,82.2945,579.4435,83.6428,23.6407,79.5398,85.0817,82.2621,616.5817,557.4326,564.3162,expID20240927\Image\ԭͼ\11_-133707_.JPEG,20240927,20240927,21,6,2,29,darkslategray,30,57284.691,22,0,8400,5594.693,6.15357119,7000,10902.693,6.625999714,6600,14772.693,6.441211818,0927_1\GP_PL_20240927_551_551.csv,,,,,,,,,,,,,
3591,20240927,10,Cs0.1FA0.9Pb1I2.7Br0.3,1.6,,,,,,,,,,,,,,,,,600,10,4000,30,10,100,110,30,,,,,,,,,,,,,,,4.4645,34.157,0.68526,19.074,96.1,53.4259,271.3161,54.9367,15.7311,49.7339,56.1799,54.3638,313.4839,251.1951,249.2693,expID20240927\Image\ԭͼ\11_-190821_.JPEG,20240927,20240927,20,10,2,32,darkslategray,30,57312.691,22,0,10600,5678.693,4.871131887,7600,10560.693,6.151578684,7000,15221.693,6.012999714,0927_3\GP_PL_20240927_591_591.csv,,,,,,,,,,,,,
3601,20240927,10,Cs0.2MA0.1FA0.7Pb1I2.7Br0.3,1.4,,,,,,,,,,,,,,,,,600,10,4000,30,10,80,90,25,,,,,,,,,,,,,,,3.9884,32.817,0.63071,19.269,89.9,71.1942,260.7244,72.9274,15.5496,63.8694,72.3934,77.3199,315.1025,285.5842,181.4864,expID20240927\Image\ԭͼ\12_-163004_.JPEG,20240927,20240927,15,20,1,36,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3610,20240927,10,Cs0.2MA0.1FA0.7Pb1I2.7Br0.3,1.4,,,,,,,,,,,,,,,,,600,10,4000,30,10,80,90,25,,,,,,,,,,,,,,,9.6153,57.442,0.9183,18.229,98.6,61.4814,123.8782,63.2003,9.9194,52.1173,61.4357,70.8912,157.4688,113.2748,100.891,expID20240927\Image\ԭͼ\12_-190835_.JPEG,20240927,20240927,27,16,1,44,darkslategray,30,5213.404,41.4,19400,20000,5115.404,0.163333333,20000,5115.404,0.163333333,20000,5115.404,0.163333333,0927_3\GP_PL_20240927_592_592.csv,,,,,,,,,,,,,
3614,20240927,10,Cs0.2MA0.1FA0.7Pb1I2.7Br0.3,1.4,,,,,,,,,,,,,,,,,600,10,4000,30,10,80,90,25,,,,,,,,,,,,,,,1.6156,27.384,0.31464,18.751,99.6,61.27,92.236,62.9655,8.3505,51.6328,61.0118,71.1655,114.0712,79.5305,83.1062,expID20240927\Image\ԭͼ\12_-133721_.JPEG,20240927,20240927,22,17,4,43,darkslategray,30,5360.268,42,20000,20000,5360.268,#DIV/0!,20000,5360.268,,20000,5360.268,,0927_1\GP_PL_20240927_552_552.csv,,,,,,,,,,,,,
3631,20240927,10,Cs0.03MA0.15FA0.82Pb1I2.7Br0.3,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,12.355,66.892,0.96618,19.117,95.4,64.4302,303.4576,65.8685,16.4703,60.0717,66.4119,66.807,391.2817,290.0625,229.0287,expID20240927\Image\ԭͼ\13_-133735_.JPEG,20240927,20240927,21,17,5,43,darkslategray,30,57342.414,22,0,12600,5566.414,4.109206349,10000,11286.414,4.6056,8800,16567.414,4.633522727,0927_1\GP_PL_20240927_553_553.csv,,,,,,,,,,,,,
3636,20240927,10,Cs0.03MA0.15FA0.82Pb1I2.7Br0.3,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,15.029,77.936,1.0144,19.009,99.5,52.9623,89.994,54.5229,8.4813,47.566,54.7307,56.5903,104.3421,71.0265,94.6132,expID20240927\Image\ԭͼ\13_-190850_.JPEG,20240927,20240927,21,15,4,40,darkslategray,30,57308.977,22,0,14400,5282.977,3.612916667,11400,11401.977,4.026929825,9400,16684.977,4.321702128,0927_3\GP_PL_20240927_593_593.csv,,,,,,,,,,,,,
3639,20240927,10,Cs0.03MA0.15FA0.82Pb1I2.7Br0.3,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,12.832,69.783,0.96928,18.972,99.7,55.8054,112.8226,57.313,9.4346,50.6683,57.5475,59.2003,146.8388,94.0434,97.5856,expID20240927\Image\ԭͼ\13_-163018_.JPEG,20240927,20240927,27,13,4,44,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3688,20240927,10,Cs0.15MA0.25FA0.60Pb1I2.70Br0.30,1.5,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,14.657,72.761,1.0501,19.183,99.8,51.6418,44.2492,53.7816,5.4696,40.3451,51.7305,62.8499,58.5599,33.02,41.1677,expID20240927\Image\ԭͼ\15_-190917_.JPEG,20240927,20240927,2,7,1,10,darkslategray,30,35460.586,22,0,20000,5987.584,1.4736501,18200,7073.584,1.559725385,13000,10598.584,1.912461692,0927_3\GP_PL_20240927_595_595.csv,,,,,,,,,,,,,
3729,20240927,10,Cs0.05MA0.1FA0.85Pb1I2.7Br0.3,1.36,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,9.9686,58.842,1.1017,15.377,98.6,59.1535,204.7451,60.9935,11.9919,51.193,60.3772,65.8902,333.2113,170.0028,111.0212,expID20240927\Image\ԭͼ\17_-133830_.JPEG,20240927,20240927,16,11,4,31,darkslategray,30,57313.102,22,0,12200,5693.102,4.231147541,8600,11345.102,5.345116279,7400,14425.102,5.795675676,0927_1\GP_PL_20240927_557_557.csv,,,,,,,,,,,,,
3751,20240927,10,Cs0.05MA0.12FA0.83Pb1I2.7Br0.3,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,11.89,64.205,0.98992,18.708,97.6,58.2674,181.0816,59.7409,12.4793,54.3781,60.6478,59.7763,237.588,162.2576,143.3991,expID20240927\Image\ԭͼ\18_-163127_.JPEG,20240927,20240927,26,18,6,50,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3755,20240927,10,Cs0.05MA0.12FA0.83Pb1I2.7Br0.3,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,10.231,60.83,0.91454,18.391,98.5,59.1504,191.7826,60.578,12.8495,55.7717,61.7726,59.9068,253.4138,171.6177,150.3161,expID20240927\Image\ԭͼ\18_-133843_.JPEG,20240927,20240927,26,10,2,38,darkslategray,30,57364.414,22.2,200,20000,57229.414,0.006818182,20000,57229.414,0.006818182,20000,57229.414,0.006818182,0927_1\GP_PL_20240927_558_558.csv,,,,,,,,,,,,,
3766,20240927,10,Cs0.05MA0.15FA0.8Pb1I2.7Br0.3,1.7,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,5.8745,34.944,0.87628,19.185,90.7,76.0063,431.6026,77.1743,20.1503,74.1623,78.7013,75.1553,488.219,400.4978,406.091,expID20240927\Image\ԭͼ\19_-133857_.JPEG,20240927,20240927,25,13,6,44,darkslategray,30,57321.977,22.2,200,12600,5504.977,4.178790323,10000,10588.977,4.768673469,9000,16272.977,4.664659091,0927_1\GP_PL_20240927_559_559.csv,,,,,,,,,,,,,
3795,20240927,10,Cs0.1FA0.9Pb1I2.7Br0.3,1.4,,,,,,,,,,,,,,,,,1000,10,5000,28,12,120,110,40,,,,,,,,,,,,,,,1.7121,26.826,0.35756,17.849,99.8,57.165,193.9287,58.5552,12.5409,53.1619,59.3759,58.9572,268.103,169.4882,144.195,expID20240927\Image\ԭͼ\2_-162740_.JPEG,20240927,20240927,13,15,1,29,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,20240927,10,Cs0.1FA0.9Pb1I2.7Br0.3,1.4,,,,,,,,,,,,,,,,,1000,10,5000,28,12,120,110,40,,,,,,,,,,,,,,,5.3859,36.968,0.78791,18.491,98.7,53.7401,136.0349,55.6355,9.5749,45.7367,55.1996,60.284,170.9752,97.5305,139.5991,expID20240927\Image\ԭͼ\2_-190611_.JPEG,20240927,20240927,21,16,7,44,darkslategray,26,57308.691,24,0,11800,5518.693,4.388982881,9400,10880.693,4.939148723,8400,16467.693,4.862023571,0927_3\GP_PL_20240927_582_582.csv,,,,,,,,,,,,,
3806,20240927,10,Cs0.1FA0.9Pb1I2.7Br0.3,1.4,,,,,,,,,,,,,,,,,1000,10,5000,28,12,120,110,40,,,,,,,,,,,,,,,1.132,27.431,0.25409,16.241,96.8,61.1453,290.6981,62.9206,15.2283,54.4559,62.9257,66.0542,430.8965,261.4678,179.73,expID20240927\Image\ԭͼ\2_-133457_.JPEG,20240927,20240927,18,9,1,28,darkslategray,26,57315.766,24,0,12400,5610.764,4.169758226,9600,11058.764,4.818437708,6200,15632.764,6.723064839,0927_1\GP_PL_20240927_542_542.csv,,,,,,,,,,,,,
3890,20240927,10,Cs0.05MA0.12FA0.83Pb1I2.7Br0.3,1.35,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,5.635,39.412,0.76065,18.797,96.5,74.5586,431.1837,75.9811,19.5698,69.7039,76.2608,77.7111,564.8717,421.9568,306.7227,expID20240927\Image\ԭͼ\5_-162824_.JPEG,20240927,20240927,19,16,3,38,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
3902,20240927,10,Cs0.05MA0.12FA0.83Pb1I2.7Br0.3,1.35,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,2.1107,31.406,0.36661,18.332,79.4,75.7924,611.3725,77.4892,23.5618,69.5769,77.5817,80.2187,787.8252,609.6604,436.6319,expID20240927\Image\ԭͼ\5_-133541_.JPEG,20240927,20240927,18,20,2,40,darkslategray,30,57311.211,22.2,200,11400,5627.21,4.614642946,8400,10887.211,5.661463415,7600,15790.211,5.610945946,0927_1\GP_PL_20240927_545_545.csv,,,,,,,,,,,,,
3915,20240927,10,Cs0.06MA0.14FA0.8Pb1I2.7Br0.3,1.75,,,,,,,,,,,,,,,,,1200,10,6000,30,15,100,105,30,,,,,,,,,,,,,,,5.9668,36.901,0.84914,19.042,99.8,46.5611,63.2348,48.1756,7.0226,41.2552,48.6978,49.7303,64.5824,43.8704,81.2517,expID20240927\Image\ԭͼ\6_-190710_.JPEG,20240927,20240927,17,10,3,30,darkslategray,25,57326.977,27,0,13400,5618.977,3.85880597,10600,10993.977,4.371037736,8200,16502.977,4.978536585,0927_3\GP_PL_20240927_586_586.csv,,,,,,,,,,,,,
3941,20240927,10,Cs0.06MA0.14FA0.8Pb1I2.7Br0.3,1.9,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,115,30,,,,,,,,,,,,,,,1.6377,29.168,0.3896,14.411,30.8,108.3445,118.1917,110.525,10.6189,102.8697,112.1995,109.9643,103.9458,113.3846,137.2448,expID20240927\Image\ԭͼ\7_-133610_.JPEG,20240927,20240927,0,3,0,3,dimgray,20,57234.691,27,0,8000,5700.693,6.44174975,7000,10678.693,6.650856857,3600,17071.693,11.15638833,0927_1\GP_PL_20240927_547_547.csv,,,,,,,,,,,,,
3948,20240927,10,Cs0.06MA0.14FA0.8Pb1I2.7Br0.3,1.9,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,115,30,,,,,,,,,,,,,,,13.688,71.905,1.0111,18.827,57.9,81.0393,538.0414,83.0033,22.9055,76.5123,84.8164,81.7893,504.8994,515.275,593.9498,expID20240927\Image\ԭͼ\7_-190724_.JPEG,20240927,20240927,53,6,6,65,darkslategray,20,57271.766,27,0,11000,5632.764,4.694454727,9000,10638.764,5.181444667,8400,15332.764,4.992738333,0927_3\GP_PL_20240927_587_587.csv,,,,,,,,,,,,,
3953,20240927,10,Cs0.03MA0.2FA0.77Pb1I2.7Br0.3,1.4,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,0.85696,19882,0.001866,2.3099,91.8,102.4405,579.6232,104.4739,23.8676,96.9046,105.8414,104.5753,581.9021,583.8725,573.095,expID20240927\Image\ԭͼ\8_-133624_.JPEG,20240927,20240927,38,9,5,52,dimgray,20,57343.414,27,0,10000,5586.414,5.1757,7600,11383.414,6.047368421,7200,14585.414,5.938611111,0927_1\GP_PL_20240927_548_548.csv,,,,,,,,,,,,,
3968,20240927,10,Cs0.03MA0.2FA0.77Pb1I2.7Br0.3,1.4,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,1.2587,27.55,0.3441,13.278,14.3,77.0495,518.6698,80.6039,22.3821,64.3445,81.2548,85.5492,430.744,501.1198,624.1455,expID20240927\Image\ԭͼ\8_-162907_.JPEG,20240927,20240927,63,28,4,95,darkolivegreen,,,,,,,,,,,,,,,,,,,,,,,,,,,
3974,20240927,10,Cs0.03MA0.2FA0.77Pb1I2.7Br0.3,1.4,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,2.1296,34.911,0.45958,13.273,83.1,79.3464,540.5393,80.9696,22.8006,74.9082,81.9328,81.1984,598.7069,546.1934,476.7176,expID20240927\Image\ԭͼ\8_-190739_.JPEG,20240927,20240927,26,11,2,39,darkslategray,20,57350.414,27,0,9400,5393.414,5.527340426,7800,11455.414,5.883974359,7400,15137.414,5.704459459,0927_3\GP_PL_20240927_588_588.csv,,,,,,,,,,,,,
4000,20240927,10,Cs0.15MA0.16FA0.69Pb1I2.7Br0.3,1.6,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,13.797,72.062,1.0044,19.063,88,53.6855,63.4897,55.7575,7.006,43.4613,54.1909,63.4041,70.9488,50.661,68.8594,expID20240927\Image\ԭͼ\9_-190753_.JPEG,20240927,20240927,10,5,7,22,darkslategray,30,54360.758,22,0,20000,10059.759,2.21504995,19200,10843.759,2.266510365,13800,16304.759,2.757681087,0927_3\GP_PL_20240927_589_589.csv,,,,,,,,,,,,,
4229,20240928,11,Cs0.05MA0.1FA0.85Pb1I2.65Br0.35,1.95,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,120,30,,,,,,,,,,,,,,,0.018039,764.39,1.1874,1.9875,55.2,80.1125,598.6989,82.171,24.3268,75.3284,84.0189,80.9903,566.181,586.0848,643.8308,expID20240928\Image\ԭͼ\4_-123304_.JPEG,20240928,20240928,39,3,6,48,darkslategray,20,57177.691,27,0,10600,5617.693,4.864150755,6400,10887.693,7.232812188,5800,15516.693,7.18293069,0928_1\GP_PL_20240928_604_604.csv,,,,,,,,,,,,,
4274,20240928,11,Cs0.04MA0.1FA0.86Pb1I2.6Br0.4,2,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,120,30,,,,,,,,,,,,,,,0.16236,778.44,0.003821,5.4578,96.2,61.0777,273.7471,62.3791,16.0405,59.3491,64.2997,59.5843,299.8632,248.6195,272.7586,expID20240928\Image\ԭͼ\7_-123350_.JPEG,20240928,20240928,35,14,3,52,darkslategray,20,54145.664,27,0,11400,5170.666,4.296052456,7000,9735.666,6.344285429,6200,16127.666,6.131935161,0928_1\GP_PL_20240928_607_607.csv,,,,,,,,,,,,,
4289,20240928,11,Cs0.01MA0.3FA0.69Pb1I2.6Br0.4,1.5,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,115,30,,,,,,,,,,,,,,,0.066872,167.64,0.00621,6.4233,99.2,95.2462,193.6149,96.484,13.2338,92.2273,97.6125,95.8988,232.8861,172.3101,175.6484,expID20240928\Image\ԭͼ\8_-123405_.JPEG,20240928,20240928,6,13,6,25,dimgray,20,41677.012,27,0,8000,3587.011,4.761250125,7000,7833.011,4.834857286,5600,12405.011,5.227143036,0928_1\GP_PL_20240928_608_608.csv,,,,,,,,,,,,,
4316,20240928,11,Cs0.25MA0.16FA0.59Pb1I2.6Br0.4,1.5,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,10.025,52.791,1.0325,18.391,99.7,54.5956,41.7103,56.6631,4.9677,42.1948,53.9552,67.6368,61.6987,25.0728,38.3595,expID20240928\Image\ԭͼ\9_-123421_.JPEG,20240928,20240928,1,7,7,15,darkslategray,30,7629.181,22,0,20000,1324.181,0.31525,9600,1511.181,0.637291667,4800,2216.181,1.127708333,0928_1\GP_PL_20240928_609_609.csv,,,,,,,,,,,,,
4332,20240929,12,Cs0.05MA0.15FA0.8Pb1I2.55Br0.45,1.35,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,5.1131,50.404,0.91879,11.041,99.9,60.5743,214.227,62.0908,13.244,54.9065,62.0113,64.8052,281.5597,199.4529,161.6685,expID20240929\Image\ԭͼ\10_-180951_.JPEG,20240929,20240929,23,25,1,49,darkslategray,30,57324.035,22,0,19600,5690.035,2.634387755,13800,11366.035,3.330289855,11400,16940.035,3.54245614,0929_3\GP_PL_20240929_50_50.csv,,,,,,,,,,,,,
