index,date,rank,Formula PVK,Concentration PVK,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed SAM,Spin Coating Time SAM,Annealed Temperature SAM,Annealed Time SAM,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Formula Passivator 4,Concentration Passivator 4,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,PCE,FF,Voc,Jsc,area_px2,mean_RGB,VAR_RGB,gray_mean,gray_contrast,mean_B,mean_G,mean_R,var_B,var_G,var_R,filename,folder_date,date.1,defect_bright,defect_dark,defect_crack,defect_total,closest_color_name,Nucleation Onset Time After Spin Coating,Maximum PL Intensity,Time to Peak PL Intensity After Nucleation,max_column,10%decay_column,10%decay_value,10%slope,20%decay_column,20%decay_value,20%slope,30%decay_column,30%decay_value,30%slope,file_location,xrd_intensity_12.6,xrd_fhwm_12.6,xrd_intensity_4,xrd_fhwm_4,xrd_intensity_4_filename,xrd_Stress,xrd_Stress_filename_x,xrd_intensity_5.3,xrd_fhwm_5.3,xrd_intensity_5.3_filename,Unnamed: 90,Unnamed: 91,xrd_Stress_filename_y
5222,20241009,13,Cs0.05MA0.23FA0.72Pb1I2.4Br0.6,1.62,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,15,,,,,,,,,,,,,,,4.5484,64.122,0.58795,12.065,94.4,50.5008,137.8024,52.1606,10.6218,43.7977,51.855,55.8498,170.1244,115.7755,127.5073,expID20241009\Image\ԭͼ\19_-231134_.JPEG,20241009,20241009,13,9,5,27,darkslategray,30,57332.828,22,0,12400,5536.83,4.177096613,11400,10544.83,4.104210351,11200,13326.83,3.929106964,1009_6\GP_PL_20241009_119_119.csv,,,,,,,,,,,,,
5260,20241009,13,Cs0.35MA0.6FA0.05Pb1I2.4Br0.6,1.25,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,120,10,,,,,,,,,,,,,,,12.947,73.714,1.1283,15.567,91.9,58.7455,80.3305,63.5689,5.7616,35.2483,60.6466,80.3416,132.4544,33.1667,75.3704,expID20241009\Image\ԭͼ\20_-210427_.JPEG,20241009,20241009,6,7,13,26,darkolivegreen,,,,,,,,,,,,,,,,,,,,,,,,,,,
5261,20241009,13,Cs0.35MA0.6FA0.05Pb1I2.4Br0.6,1.25,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,120,10,,,,,,,,,,,,,,,13.249,71.651,1.1338,16.309,89.2,59.5484,91.6352,64.4059,6.3691,35.8856,61.5553,81.2042,140.1776,40.0076,94.7204,expID20241009\Image\ԭͼ\20_-231148_.JPEG,20241009,20241009,12,11,8,31,darkolivegreen,30,1226.311,32.6,10600,20000,236.311,0.105319149,19200,222.311,0.116744186,16600,359.311,0.1445,1009_6\GP_PL_20241009_120_120.csv,,,,,,,,,,,,,
5282,20241009,13,Cs0.1MA0.3FA0.6Pb1I2.45Br0.55,1.3,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,30,,,,,,,,,,,,,,,12.867,69.099,1.0722,17.367,92.7,76.9353,383.3233,78.8056,18.2594,69.3453,78.4914,82.9691,507.1478,383.9157,258.9063,expID20241009\Image\ԭͼ\3_-210013_.JPEG,20241009,20241009,23,9,4,36,darkolivegreen,,,,,,,,,,,,,,,,,,,,,,,,,,,
5290,20241009,13,Cs0.1MA0.3FA0.6Pb1I2.45Br0.55,1.3,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,30,,,,,,,,,,,,,,,13.251,74.133,1.0575,16.904,100,59.0518,182.1553,60.8192,10.7908,50.0048,59.4793,67.6714,263.3363,132.8621,150.2677,expID20241009\Image\ԭͼ\3_-230735_.JPEG,20241009,20241009,23,8,2,33,darkslategray,30,29528.236,22,0,11800,2805.237,2.264660932,10200,5689.237,2.337156765,9000,8818.236,2.301111111,1009_6\GP_PL_20241009_103_103.csv,,,,,,,,,,,,,
5426,20241009,13,Cs0.15MA0.3FA0.55Pb1I2.4Br0.6,1.3,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,100,30,,,,,,,,,,,,,,,3.3883,53.697,0.55087,11.455,19.7,94.0741,652.7884,97.9127,25.2452,79.767,98.2313,104.2239,581.6282,638.3532,738.384,expID20241009\Image\ԭͼ\9_-185203_.JPEG,20241009,20241009,47,5,14,66,dimgray,20,20927.436,33.8,6800,20000,14512.437,0.485984773,20000,14512.437,0.485984773,20000,14512.437,0.485984773,1009_4\GP_PL_20241009_69_69.csv,,,,,,,,,,,,,
5437,20241009,13,Cs0.15MA0.3FA0.55Pb1I2.4Br0.6,1.3,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,100,30,,,,,,,,,,,,,,,4.5886,52.53,0.63189,13.824,61,82.5307,476.0897,84.337,20.0872,74.5466,83.5102,89.5353,693.0498,478.1871,257.032,expID20241009\Image\ԭͼ\9_-210146_.JPEG,20241009,20241009,2,3,0,5,darkolivegreen,,,,,,,,,,,,,,,,,,,,,,,,,,,
5462,20241010,14,Cs0.08MA0.15FA0.77Pb1I2.5Br0.5,1.4,,,,,,,,,,,,,,,,,1000,10,4000,30,10,120,110,45,,,,,,,,,,,,,,,0.24401,26.408,0.072859,12.682,18.5,66.0491,380.0602,69.5016,18.8508,52.8792,69.5711,75.6971,277.7693,340.492,521.9194,expID20241010\Image\ԭͼ\1_-125605_.JPEG,20241010,20241010,87,29,0,116,darkolivegreen,30,5295.05,25,3000,20000,750.05,0.267352941,15000,1047.05,0.354,8000,1500.05,0.759,1010_1\GP_PL_20241010_1_1.csv,,,,,,,,,,,,,
5472,20241010,14,Cs0.09MA0.21FA0.70Pb1I2.25Br0.75,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,6.0234,37.433,0.90958,17.691,78.3,72.1497,404.9133,74.2262,18.6463,62.8922,73.4464,80.1104,532.2674,402.039,280.4335,expID20241010\Image\ԭͼ\10_-125823_.JPEG,20241010,20241010,11,37,1,49,darkslategray,30,39506.48,22,0,16000,3841.481,2.229062438,13000,7877.481,2.432999923,7000,11405.481,4.014428429,1010_1\GP_PL_20241010_10_10.csv,,,,,,,,,,,,,
5503,20241010,14,Cs0.01MA0.24FA0.75Pb1I2.2Br0.8,1.9,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,0.31435,28.651,0.078589,13.961,26.6,96.185,412.8509,97.7519,20.2687,92.306,98.9652,97.2838,400.0585,416.4733,422.0209,expID20241010\Image\ԭͼ\11_-125838_.JPEG,20241010,20241010,13,1,0,14,dimgray,30,26446.508,30.8,8800,20000,7484.509,1.693035625,20000,7484.509,1.693035625,15400,7849.509,2.817727121,1010_1\GP_PL_20241010_11_11.csv,,,,,,,,,,,,,
5508,20241010,14,Cs0.01MA0.24FA0.75Pb1I2.2Br0.8,1.9,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,0.60188,26.078,0.21257,10.858,92.7,66.3517,364.9816,67.5186,18.6433,64.1298,68.735,66.1902,407.4693,353.0151,334.4603,expID20241010\Image\ԭͼ\11_-152021_.JPEG,20241010,20241010,24,19,5,48,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
5521,20241010,14,Cs0.15MA0.25FA0.6Pb1I2.5Br0.5,1.8,,,,,,,,,,,,,,,,,1000,10,4000,30,10,120,105,30,,,,,,,,,,,,,,,12.3,65.521,1.0764,17.441,89.8,46.9758,128.6437,48.5748,10.5952,42.1582,49.4295,49.3396,170.8596,115.0014,100.07,expID20241010\Image\ԭͼ\12_-125853_.JPEG,20241010,20241010,7,1,2,10,darkslategray,30,4554.201,41.8,19800,20000,4487.201,0.335,20000,4487.201,0.335,20000,4487.201,0.335,1010_1\GP_PL_20241010_12_12.csv,,,,,,,,,,,,,
5568,20241010,14,Cs0.15MA0.3FA0.55Pb1I2.4Br0.6,1.7,,,,,,,,,,,,,,,,,1000,10,4000,30,10,120,100,30,,,,,,,,,,,,,,,13.858,69.326,1.0941,18.27,97.5,52.9266,38.7806,54.6456,5.2139,45.0894,53.4251,60.2653,46.3,24.5612,45.4805,expID20241010\Image\ԭͼ\14_-125923_.JPEG,20241010,20241010,2,5,3,10,darkslategray,30,9786.024,22,0,20000,4237.024,0.27745,20000,4237.024,0.27745,20000,4237.024,0.27745,1010_1\GP_PL_20241010_14_14.csv,,,,,,,,,,,,,
5571,20241010,14,Cs0.15MA0.3FA0.55Pb1I2.4Br0.6,1.7,,,,,,,,,,,,,,,,,1000,10,4000,30,10,120,100,30,,,,,,,,,,,,,,,14.033,70.113,1.1009,18.181,99.7,55.0458,44.9994,56.5721,5.8302,47.4459,55.1925,62.499,49.5152,31.353,54.1301,expID20241010\Image\ԭͼ\14_-152106_.JPEG,20241010,20241010,11,19,1,31,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
5596,20241010,14,Cs0.12MA0.28FA0.60Pb1I2.30Br0.70,1.45,,,,,,,,,,,,,,,,,1100,10,5000,25,15,150,110,25,,,,,,,,,,,,,,,14.634,74.238,1.1039,17.857,99.9,59.5663,48.481,62.329,5.2678,43.5149,58.8997,76.2845,61.8249,23.9289,59.6892,expID20241010\Image\ԭͼ\15_-152120_.JPEG,20241010,20241010,4,15,9,28,darkolivegreen,,,,,,,,,,,,,,,,,,,,,,,,,,,
5616,20241010,14,Cs0.05MA0.15FA0.8Pb1I2.5Br0.5,1.38,,,,,,,,,,,,,,,,,1000,10,4000,30,10,120,105,25,,,,,,,,,,,,,,,8.2859,56.204,0.99234,14.856,34.8,76.8879,554.3169,77.8503,23.1329,75.2535,79.0647,76.3455,599.0342,537.5328,526.3836,expID20241010\Image\ԭͼ\16_-125952_.JPEG,20241010,20241010,2,3,0,5,darkslategray,30,57241.828,22,0,10400,5393.83,4.985384423,9400,10851.83,4.93510617,8800,16019.83,4.684317955,1010_1\GP_PL_20241010_16_16.csv,,,,,,,,,,,,,
5666,20241010,14,Cs0.05MA0.15FA0.8Pb1I2.3Br0.7,1.9,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,20,,,,,,,,,,,,,,,9.7923,57.304,1.0403,16.427,82.9,54.0896,257.7802,55.69,15.3078,49.601,56.5809,56.087,305.3149,238.9665,229.0592,expID20241010\Image\ԭͼ\18_-130021_.JPEG,20241010,20241010,30,9,2,41,darkslategray,30,57201.281,22,0,18000,5631.281,2.865,10400,11351.281,4.408653846,6400,16767.281,6.3178125,1010_1\GP_PL_20241010_18_18.csv,,,,,,,,,,,,,
5678,20241010,14,Cs0.05MA0.15FA0.8Pb1I2.3Br0.7,1.9,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,20,,,,,,,,,,,,,,,10.73,80.286,0.88144,15.162,62.8,67.3019,613.5939,68.9972,24.2649,62.8665,70.2243,68.8149,656.0854,594.4764,590.2199,expID20241010\Image\ԭͼ\18_-152204_.JPEG,20241010,20241010,30,31,2,63,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,20241010,14,Cs0.10MA0.20FA0.70Pb1I2.30Br0.70,1.38,,,,,,,,,,,,,,,,,950,10,5000,30,10,110,105,20,,,,,,,,,,,,,,,7.0072,60.2,0.91317,12.747,86.1,80.6409,459.2926,82.0384,20.8034,76.1465,82.6354,83.1409,539.6443,456.8608,381.3728,expID20241010\Image\ԭͼ\19_-152218_.JPEG,20241010,20241010,27,3,3,33,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,20241010,14,Cs0.10MA0.20FA0.70Pb1I2.30Br0.70,1.38,,,,,,,,,,,,,,,,,950,10,5000,30,10,110,105,20,,,,,,,,,,,,,,,5.6564,62.606,0.62402,14.479,93.5,67.2769,286.2153,69.1881,15.2658,57.9363,67.9627,75.9316,393.7251,272.823,192.0976,expID20241010\Image\ԭͼ\19_-130035_.JPEG,20241010,20241010,10,15,4,29,darkslategray,30,17829.299,22,0,17200,1751.298,0.9347675,14600,3443.298,0.985342534,7600,4984.298,1.690131711,1010_1\GP_PL_20241010_19_19.csv,,,,,,,,,,,,,
5718,20241010,14,Cs0.05MA0.1FA0.85Pb1I2.4Br0.6,1.8,,,,,,,,,,,,,,,,,1200,10,5000,30,20,100,120,45,,,,,,,,,,,,,,,12.232,68.88,1.0443,17.004,19.9,105.2322,284.1658,107.2879,16.9345,100.0173,108.7794,106.8998,248.286,283.494,320.7175,expID20241010\Image\ԭͼ\2_-151804_.JPEG,20241010,20241010,3,4,0,7,dimgray,,,,,,,,,,,,,,,,,,,,,,,,,,,
5728,20241010,14,Cs0.05MA0.1FA0.85Pb1I2.4Br0.6,1.8,,,,,,,,,,,,,,,,,1200,10,5000,30,20,100,120,45,,,,,,,,,,,,,,,12.54,75.525,0.99849,16.629,20.4,57.4501,208.6195,59.8615,13.5563,48.9219,60.3507,63.0775,176.5195,179.8251,269.5141,expID20241010\Image\ԭͼ\2_-173208_.JPEG,20241010,20241010,33,2,1,36,darkslategray,20,1564.567,41.6,9600,20000,1106.567,0.044038462,20000,1106.567,0.044038462,20000,1106.567,0.044038462,1010_3\GP_PL_20241010_42_42.csv,,,,,,,,,,,,,
5733,20241010,14,Cs0.05MA0.15FA0.8Pb1I2.2Br0.8,1.95,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,20,,,,,,,,,,,,,,,5.4017,63.41,0.81895,10.402,83.1,59.4795,274.4399,60.8824,15.8814,54.8232,61.0804,62.535,320.1707,267.1143,236.0346,expID20241010\Image\ԭͼ\20_-130049_.JPEG,20241010,20241010,28,9,4,41,darkslategray,30,57211.297,22,0,20000,7815.298,2.46979995,18800,11433.299,2.434999894,9600,16896.299,4.199478958,1010_1\GP_PL_20241010_20_20.csv,,,,,,,,,,,,,
5738,20241010,14,Cs0.05MA0.15FA0.8Pb1I2.2Br0.8,1.95,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,20,,,,,,,,,,,,,,,6.2617,56.829,0.88676,12.426,71,65.3223,419.8689,66.8562,19.821,60.6921,67.3714,67.9034,486.956,412.9987,359.6522,expID20241010\Image\ԭͼ\20_-152232_.JPEG,20241010,20241010,23,13,3,39,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
5754,20241010,14,Cs0.05MA0.15FA0.8Pb1I2.35Br0.65,1.2,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,35,,,,,,,,,,,,,,,8.4015,46.244,1.013,17.935,72.1,102.5841,553.3959,104.4157,23.2299,96.8416,105.2185,105.6923,560.946,555.9372,543.3046,expID20241010\Image\ԭͼ\3_-125636_.JPEG,20241010,20241010,65,2,10,77,dimgray,30,57293.035,41.6,19600,20000,57292.035,0.0025,20000,57292.035,0.0025,20000,57292.035,0.0025,1010_1\GP_PL_20241010_3_3.csv,,,,,,,,,,,,,
5814,20241010,14,Cs0.05MA0.15FA0.8Pb1I2.4Br0.6,1.4,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,35,,,,,,,,,,,,,,,1.1244,27.231,0.29237,14.123,75.2,73.4052,524.3755,75.1569,22.2611,67.6436,75.7322,76.8397,610.2254,537.201,425.7002,expID20241010\Image\ԭͼ\5_-125707_.JPEG,20241010,20241010,19,14,3,36,darkslategray,30,46967.535,22,0,18200,4643.536,2.325494451,13600,9187.536,2.777941103,9400,13999.536,3.507233936,1010_1\GP_PL_20241010_5_5.csv,,,,,,,,,,,,,
5861,20241010,14,Cs0.02MA0.18FA0.8Pb1I2.3Br0.7,1.85,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,0.16804,22.209,0.074972,10.092,100,61.4972,247.623,62.6345,15.3494,59.8003,64.0607,60.6306,275.7088,237.8783,229.2818,expID20241010\Image\ԭͼ\7_-151921_.JPEG,20241010,20241010,43,14,3,60,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
5867,20241010,14,Cs0.02MA0.18FA0.8Pb1I2.3Br0.7,1.85,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,0.15666,31.528,0.041303,12.03,31.8,80.4583,620.6255,81.9853,25.0205,77.5751,83.6842,80.1156,565.9334,618.6416,677.3015,expID20241010\Image\ԭͼ\7_-125738_.JPEG,20241010,20241010,8,2,0,10,darkslategray,30,37525.629,28.6,6600,20000,6210.628,2.336940373,18800,7322.628,2.47565582,15400,11133.628,2.999091023,1010_1\GP_PL_20241010_7_7.csv,,,,,,,,,,,,,
5885,20241010,14,Cs0.11MA0.25FA0.64Pb1I2.30Br0.70,1.43,,,,,,,,,,,,,,,,,1050,10,5000,25,15,130,100,30,,,,,,,,,,,,,,,13.484,72.692,1.0923,16.982,100,60.1061,60.2505,63.0336,6.1293,42.8539,59.4193,78.0451,60.8472,30.744,89.1603,expID20241010\Image\ԭͼ\8_-151936_.JPEG,20241010,20241010,5,5,6,16,darkolivegreen,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894,20241010,14,Cs0.11MA0.25FA0.64Pb1I2.30Br0.70,1.43,,,,,,,,,,,,,,,,,1050,10,5000,25,15,130,100,30,,,,,,,,,,,,,,,13.433,74.042,1.0667,17.009,100,60.1759,51.2754,62.7723,5.825,44.8498,59.3148,76.363,52.1551,28.1681,73.503,expID20241010\Image\ԭͼ\8_-125753_.JPEG,20241010,20241010,5,13,3,21,darkolivegreen,20,39577.891,27,0,18800,3951.891,1.895,13400,7871.891,2.366119403,11800,11187.891,2.405932203,1010_1\GP_PL_20241010_8_8.csv,,,,,,,,,,,,,
5910,20241010,14,Cs0.08MA0.22FA0.70Pb1I2.25Br0.75,1.4,,,,,,,,,,,,,,,,,900,10,5000,30,10,100,100,30,,,,,,,,,,,,,,,7.9846,46.647,1.0164,16.84,98,59.4555,175.0104,60.762,11.6781,54.1552,60.5971,63.6142,240.0867,151.5186,133.426,expID20241010\Image\ԭͼ\9_-151952_.JPEG,20241010,20241010,16,9,3,28,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
5914,20241010,14,Cs0.08MA0.22FA0.70Pb1I2.25Br0.75,1.4,,,,,,,,,,,,,,,,,900,10,5000,30,10,100,100,30,,,,,,,,,,,,,,,5.8817,49.6,0.74111,16.001,98.4,59.4106,180.867,61.2034,11.109,50.6362,60.0705,67.5251,230.4895,133.5176,178.5938,expID20241010\Image\ԭͼ\9_-125808_.JPEG,20241010,20241010,21,21,0,42,darkslategray,30,39238.297,22,0,15400,3922.296,2.293246818,13200,7575.296,2.398712197,11400,11505.296,2.432719386,1010_1\GP_PL_20241010_9_9.csv,,,,,,,,,,,,,
6722,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.8Br0.2,1.5,,,,,,,,,,,,,,,,,900,15,5000,35,20,180,105,60,,,,,,,,,,,,,,,25.821,116840,0.002607,8.4765,99.3,15.7132,51.014,16.8163,5.2265,2.5203,11.1893,33.4299,52.0174,43.0806,57.9441,exp_20241024_0\all\Image\20241024_1_1.JPEG,20241024,20241024,3,0,0,3,black,30,35441.918,32,0,19600,3211.917,1.644387806,10800,6962.917,2.636944537,8200,9789.917,3.128292805,1024_1\GP_PL_20241024_1_1.csv,,,,,,,,,,,,,
6735,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.8Br0.2,1.5,,,,,,,,,,,,,,,,,900,15,5000,35,20,180,105,60,,,,,,,,,,,,,,,12.671,66.848,1.0119,18.732,99.8,16.551,52.7803,17.8081,5.4171,2.5124,11.9818,35.1587,48.1162,43.4491,66.7756,exp_20241024_0\all\Image\20241024_1_41.JPEG,20241024,20241024,4,0,0,4,black,30,57036.473,32,0,13200,5696.474,3.889393864,10000,10959.474,4.6076999,9200,15425.474,4.522934674,1024_3\GP_PL_20241024_1_41.csv,,,,,,,,,,,,,
6743,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.8Br0.2,1.5,,,,,,,,,,,,,,,,,900,15,5000,35,20,180,105,60,,,,,,,,,,,,,,,13.616,74.445,0.98259,18.614,99.6,16.6027,87.1533,17.9063,7.2404,6.3881,14.6423,28.7777,114.2249,88.61,58.6249,exp_20241024_0\all\Image\20241024_1_21.JPEG,20241024,20241024,10,0,0,10,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
6760,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.85Br0.15,1.3,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,14.063,73.352,1.0125,18.935,97.9,18.9131,54.7485,20.3617,5.6067,2.7419,13.6431,40.3543,52.4103,44.5842,67.2509,exp_20241024_0\all\Image\20241024_10_50.JPEG,20241024,20241024,9,0,0,9,black,30,54181.996,27.2,5200,11200,5167.997,8.168999833,9600,9731.997,10.1022725,9000,14593.997,10.41789447,1024_3\GP_PL_20241024_10_50.csv,,,,,,,,,,,,,
6764,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.85Br0.15,1.3,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,14.112,76.177,0.98105,18.883,99.1,18.9413,50.1358,20.3855,4.9311,2.7158,13.5888,40.5194,50.3413,36.0951,63.971,exp_20241024_0\all\Image\20241024_10_10.JPEG,20241024,20241024,2,0,0,2,black,30,49168.363,22,0,12800,4892.361,3.459062656,9600,9760.361,4.105000208,8400,13950.361,4.192619286,1024_1\GP_PL_20241024_10_10.csv,,,,,,,,,,,,,
6768,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.85Br0.15,1.3,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,14.102,75.781,0.98728,18.848,100,19.6831,47.1868,21.2548,4.7187,2.678,14.283,42.0881,47.6609,32.275,61.6243,exp_20241024_0\all\Image\20241024_10_30.JPEG,20241024,20241024,1,0,0,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
6784,20241024,16,Cs0.05MA0.14FA0.81Pb1I2.85Br0.15,1.6,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,14.693,73.842,1.011,19.681,100,9.0172,42.4869,9.7414,5.8,2.845,7.5447,16.6618,47.2886,49.4283,30.7438,exp_20241024_0\all\Image\20241024_11_31.JPEG,20241024,20241024,1,0,0,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
6788,20241024,16,Cs0.05MA0.14FA0.81Pb1I2.85Br0.15,1.6,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,14.318,78.176,0.96446,18.99,99.9,8.6156,46.1395,9.3815,6.0177,2.9433,7.6136,15.29,47.7744,51.5827,39.0616,exp_20241024_0\all\Image\20241024_11_51.JPEG,20241024,20241024,4,0,0,4,black,30,57288.766,22.6,600,20000,11720.764,2.348866082,20000,11720.764,2.348866082,16000,16967.764,2.618246883,1024_3\GP_PL_20241024_11_51.csv,,,,,,,,,,,,,
6792,20241024,16,Cs0.05MA0.14FA0.81Pb1I2.85Br0.15,1.6,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,14.858,77.493,0.98222,19.52,98.7,8.893,41.4956,9.6383,5.7798,2.8041,7.5359,16.3392,44.612,48.3365,31.5384,exp_20241024_0\all\Image\20241024_11_11.JPEG,20241024,20241024,1,0,0,1,black,30,57318.996,22.2,200,20000,10276.997,2.375858535,18600,11345.997,2.498532554,11200,17044.998,3.661272545,1024_1\GP_PL_20241024_11_11.csv,,,,,,,,,,,,,
6794,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.6,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,45,,,,,,,,,,,,,,,37.553,380410000,0.043896,0.22489,99.6,15.3987,43.8672,16.3447,5.1193,2.4024,10.4742,33.3194,47.379,42.4838,41.7388,exp_20241024_0\all\Image\20241024_12_12.JPEG,20241024,20241024,1,0,0,1,black,30,57372.691,22,0,13800,5502.693,3.758695507,9600,11073.693,4.822812292,7800,17118.693,5.160768974,1024_1\GP_PL_20241024_12_12.csv,,,,,,,,,,,,,
6801,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.6,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,45,,,,,,,,,,,,,,,9.0112,24777,0.001738,20.931,98.3,15.2274,47.6295,16.2257,5.3809,2.4854,10.6971,32.4997,51.1841,46.9572,44.7472,exp_20241024_0\all\Image\20241024_12_32.JPEG,20241024,20241024,4,0,1,5,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
6811,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.6,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,45,,,,,,,,,,,,,,,5.5598,9163.6,0.003757,16.148,100,14.9608,44.876,15.8744,5.1992,2.4363,10.2455,32.2005,51.4367,44.6438,38.5475,exp_20241024_0\all\Image\20241024_12_52.JPEG,20241024,20241024,1,0,0,1,black,30,57347.691,22.2,200,10600,5613.693,4.974422885,8200,10905.693,5.80524975,7400,15539.693,5.806666389,1024_3\GP_PL_20241024_12_52.csv,,,,,,,,,,,,,
6817,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.8Br0.2,1.5,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,13.228,69.357,1.0295,18.526,99.6,12.4534,40.0601,13.3234,5.2109,2.2022,8.9844,26.1734,46.8605,43.307,30.0129,exp_20241024_0\all\Image\20241024_13_53.JPEG,20241024,20241024,3,0,0,3,black,30,57358.691,22.2,200,15400,5719.693,3.3973025,11800,11200.693,3.979137759,10200,16993.693,4.0364998,1024_3\GP_PL_20241024_13_53.csv,,,,,,,,,,,,,
6828,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.8Br0.2,1.5,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,13.704,72.772,1.0096,18.652,99.6,12.101,41.2702,12.9753,5.3057,2.1977,8.883,25.2224,45.5829,43.576,34.6517,exp_20241024_0\all\Image\20241024_13_13.JPEG,20241024,20241024,3,0,0,3,black,30,57355.691,22,0,17200,5651.693,3.006046395,13000,11095.693,3.558461385,10000,17197.693,4.0157998,1024_1\GP_PL_20241024_13_13.csv,,,,,,,,,,,,,
6833,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.8Br0.2,1.5,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,45,,,,,,,,,,,,,,,13.581,76.641,0.95922,18.474,98.4,12.6012,45.2148,13.5285,5.6204,2.3019,9.2932,26.2085,49.597,48.5244,37.5228,exp_20241024_0\all\Image\20241024_13_33.JPEG,20241024,20241024,4,0,1,5,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
6852,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.8Br0.2,1.5,,,,,,,,,,,,,,,,,800,10,4500,35,10,100,105,45,,,,,,,,,,,,,,,13.845,73.646,1.0106,18.601,99.6,9.7906,46.4488,10.5502,5.8747,2.7101,7.9298,18.732,46.917,48.9873,43.442,exp_20241024_0\all\Image\20241024_14_54.JPEG,20241024,20241024,6,0,0,6,black,35,44036.687,22,0,19800,3986.686,2.022727323,17200,8438.686,2.069651221,15000,13104.686,2.0621334,1024_3\GP_PL_20241024_14_54.csv,,,,,,,,,,,,,
