index,date,Formula PVK,Concentration PVK,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Formula Passivator 4,Concentration Passivator 4,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,PCE,FF,Voc,Jsc,From,Channel,Product,rank,group,area_px2,mean_RGB,VAR_RGB,gray_mean,gray_contrast,mean_B,mean_G,mean_R,var_B,var_G,var_R,filename_x,folder_date,date.1,defect_bright,defect_dark,defect_crack,defect_total,closest_color_name,Nucleation Onset Time After Spin Coating,Maximum PL Intensity,Time to Peak PL Intensity After Nucleation,max_column_x,10%decay_column,10%decay_value,10%slope,20%decay_column,20%decay_value,20%slope,30%decay_column,30%decay_value,30%slope,file_location,xrd_intensity_12.6,xrd_fhwm_12.6,xrd_intensity_4,xrd_fhwm_4,xrd_intensity_4_filename,xrd_Stress,xrd_Stress_filename_x,xrd_intensity_5.3,xrd_fhwm_5.3,xrd_intensity_5.3_filename,Unnamed: 90,Unnamed: 91,xrd_Stress_filename_y,Unnamed: 93,New,filename_y,max_value,max_column_y,90_decay_column,90_decay_time,90_decay_value,filename_y.1,max_value.1,max_column_y.1,10column,10value,30column,30value,V,src_No,src_filename_y,src_max_value,src_max_column_y,src_90_decay_column,peak_time,src_90_decay_value,src_filename_y.1,src_max_value.1,src_max_column_y.1,src_10column,src_10value,src_30column,src_30value,decay_slope,newid_spread
37781,20250324,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.066,MeO-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEACl,1,,,,,,,4000,30,10,100,100,3,22.99,81.25,1.13,25.14,v3,CH1,9446,88,4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28312,0217\GP_PL_20250217_51_51.csv,23143.039,2200,2800,2.8,20551.039,0217\GP_PL_20250217_51_51.csv,23143.039,2200,39800,4238.039,17800,6922.039,1.039807692,36898
37840,20250324,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.180327869,DMACPA,0.090163934,MeO-2PACz,0.059508197,1000,10,5000,40,10,160,110,25,PEAI,1.9,,,,,,,5000,30,11,100,100,7,22.21,80.07,1.12,24.75,v3,CH4,9460,88,4468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32025,0310\GP_PL_20250310_2_2.csv,15925.133,2200,2800,2.8,13791.133,0310\GP_PL_20250310_2_2.csv,15925.133,2200,39800,2584.133,13800,4701.133,0.967586207,38359
38128,20250326,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.165,DMACPA,0.11,2-AEP,0.055,1000,10,5000,40,10,160,110,25,m-f-PEAI,4.5,,,,,,,4000,30,6,130,100,5,23.07,81.19,1.12,25.29,v3,CH4,9532,90,4540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28917,0218\GP_PL_20250217_199_79.csv,57190.355,0,2800,2.8,50372.355,0218\GP_PL_20250217_199_79.csv,57190.355,0,39800,13038.355,35200,17012.355,1.141420455,37059
38188,20250326,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.165,DMACPA,0.11,4-ABnP,0.055,1000,10,5000,40,10,160,110,25,m-f-PEAI,4.5,,,,,,,4000,30,6,130,100,5,23.06,81.56,1.12,25.18,v3,CH4,9547,90,4555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28615,0217\GP_PL_20250217_10_10.csv,16686.039,2200,2800,2.8,14884.039,0217\GP_PL_20250217_10_10.csv,16686.039,2200,39800,3341.039,14800,4995.039,0.927857143,36988
38248,20250326,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.165,DMACPA,0.11,4-ABuP,0.055,1000,10,5000,40,10,160,110,25,m-f-PEAI,4.5,,,,,,,4000,30,6,130,100,5,21.85,83.24,1.12,23.43,v3,CH4,9562,90,4570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31899,0409\GP_PL_20250409_1_9.csv,20173.039,2200,2800,2.8,17828.039,0409\GP_PL_20250409_1_9.csv,20173.039,2200,53400,1963.039,19000,5962.039,0.845892857,38274
38308,20250326,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.066,MeO-2PACz,0.066,1000,10,5000,40,10,160,110,25,m-f-PEAI,4.5,,,,,,,4000,30,7,120,100,5,22.37,84.85,1.12,23.56,v3,CH4,9577,90,4585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40186,0408\GP_PL_20250408_5_42.csv,21985.719,2200,2800,2.8,19656.719,0408\GP_PL_20250408_5_42.csv,21985.719,2200,39800,2480.719,19400,6530.719,0.898546512,40127
38565,20250328,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,m-f-PEAI,4.5,,,,,4000,30,10,100,100,3,21.61,80.78,1.13,23.59,v3,CH1,9642,92,4650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36026,0313\GP_PL_20250313_2_17.csv,17502.437,2200,2800,2.8,15727.438,0313\GP_PL_20250313_2_17.csv,17502.437,2200,39800,1791.438,17000,5243.438,0.828310743,39194
38936,20250331,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.066,DMACPA,0.066,4PADCB,0.198,1000,10,5000,40,10,160,110,25,PEAI,1,m-f-PEAI,4.5,,,,,4900,31,14,120,100,5,22.7,81.92,1.11,25.03,v3,CH4,9734,93,4742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40259,0408\GP_PL_20250408_6_60.csv,19339.697,2200,2800,2.8,17259.697,0408\GP_PL_20250408_6_60.csv,19339.697,2200,39600,1893.697,19800,5768.697,0.771079545,40491
39017,20250331,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,4PADCB,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,,,5000,33,11,100,100,7,22.92,85.19,1.13,23.87,v3,CH1,9755,93,4763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29134,0219\GP_PL_20250219_4_4.csv,21078.275,2000,2800,2.8,18763.275,0219\GP_PL_20250219_4_4.csv,21078.275,2000,39800,6365.275,21000,6090.275,0.788842105,37240
39179,20250401,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.188571429,DMACPA,0.125714286,4-ABnP,0.015714286,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,PiPI,0.4,,,4100,30,12,100,100,4,21.1,79.72,1.15,23.06,v3,CH3,9795,94,4803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31749,0409\GP_PL_20250409_1_2.csv,19196.146,2200,2800,2.8,17198.146,0409\GP_PL_20250409_1_2.csv,19196.146,2200,53200,1900.147,18400,5743.147,0.830432037,37983
39260,20250401,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,4PADCB,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,PiPI,0.4,,,4100,30,12,100,100,4,19.09,76.2,1.14,21.9,v3,CH4,9815,94,4823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29262,0219\GP_PL_20250219_44_44.csv,23198.039,2000,2800,2.8,20804.039,0219\GP_PL_20250219_44_44.csv,23198.039,2000,39800,4936.039,20800,6940.039,0.864787234,37424
39422,20250402,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,m-f-PEAI,2,PDADI,0.5,PiPI,0.4,,,4900,31,14,120,100,5,21.99,81.64,1.15,23.34,v3,CH2,9856,95,4864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38207,0326\GP_PL_20250326_7_35.csv,20686.146,2200,2800,2.8,18143.146,0326\GP_PL_20250326_7_35.csv,20686.146,2200,29600,2042.147,16800,6109.147,0.998424589,40031
39503,20250402,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.188571429,DMACPA,0.125714286,4-ABnP,0.015714286,1000,10,5000,40,10,160,110,25,m-f-PEAI,2,PDADI,0.5,PiPI,0.4,,,4900,31,14,120,100,5,21.29,79.92,1.14,23.35,v3,CH3,9876,95,4884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40279,0409\GP_PL_20250409_1_5.csv,18497.139,2200,2800,2.8,16519.139,0409\GP_PL_20250409_1_5.csv,18497.139,2200,56400,1829.139,20200,5466.139,0.723944444,40671
39584,20250403,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,4PADCB,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,PiPI,0.4,,,4900,31,9,120,100,5,22.46,82.1,1.13,24.14,v3,CH4,9896,96,4904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38138,0326\GP_PL_20250326_4_18.csv,21600.697,2000,2800,2.8,19064.697,0326\GP_PL_20250326_4_18.csv,21600.697,2000,28000,2121.697,16400,6453.697,1.051875,39664
39989,20250407,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,NH4SCN,1,Me-4PACz,0.188571429,DMACPA,0.125714286,4-ABnP,0.015714286,1000,10,5000,40,10,160,110,25,PEAI,1,m-f-PEAI,2,3MTPAI,2.5,,,4900,31,8,130,100,5,22.4,81.92,1.09,24.99,v3,CH1,9998,97,5006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38111,0326\GP_PL_20250326_3_11.csv,22098.771,2400,2800,2.8,19434.771,0326\GP_PL_20250326_3_11.csv,22098.771,2400,31800,2139.772,17800,6563.772,1.008766169,39562
40232,20250408,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.188571429,DMACPA,0.125714286,4-ABnP,0.015714286,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,PiPI,0.4,,,4900,31,7,130,100,5,19.12,82.37,1.11,20.84,v3,CH4,10058,98,5066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31644,0408\GP_PL_20250408_5_42.csv,21985.719,2200,2800,2.8,19656.719,0408\GP_PL_20250408_5_42.csv,21985.719,2200,39800,2480.719,19400,6530.719,0.898546512,37883
40394,20250409,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,BcmimCl,1,Me-4PACz,0.188571429,DMACPA,0.125714286,4-ABnP,0.015714286,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,PiPI,0.4,,,5000,30,9,110,100,6,23.06,80.45,1.18,24.37,v3,CH2,10099,99,5107,,,,,,,,,,,,,,,,,,,,40,20713.039,23.8,1800,79800,2108.039,0.238525641,13400,4129.039,1.429655172,9800,6056.039,1.832125,0409\GP_PL_20250409_4_34.csv,,,,,,,,,,,,,,,63.8,0409\GP_PL_20250409_4_34.csv,20713.039,1800,2400,2.4,18044.039,0409\GP_PL_20250409_4_34.csv,20713.039,1800,79800,2108.039,9800,6056.039,1.832125,29142,0219\GP_PL_20250219_10_10.csv,21886.146,2200,2800,2.8,19166.146,0219\GP_PL_20250219_10_10.csv,21886.146,2200,39800,4075.147,16800,6465.147,1.056232808,37351
40637,20250410,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,NH4SCN,0.5,Me-4PACz,0.198,4PADCB,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,,,4900,30,8,130,100,5,22.13,77.78,1.14,25,v4,CH1,10160,100,5168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40443,0409\GP_PL_20250409_5_46.csv,18394.697,2200,2800,2.8,16058.697,0409\GP_PL_20250409_5_46.csv,18394.697,2200,75400,1833.697,27200,5502.697,0.51568,41847
41042,20250415,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.188571429,DMACPA,0.125714286,4-ABnP,0.015714286,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,PiPI,0.4,,,5200,33,9,120,100,5,12.7,64.04,1.11,17.83,v4,CH2,10261,102,5269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40398,0409\GP_PL_20250409_4_35.csv,20014.771,2200,2800,2.8,17176.771,0409\GP_PL_20250409_4_35.csv,20014.771,2200,75400,1986.772,17800,5960.772,0.900897372,41385
41204,20250415,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,AGAD,0.75,Me-4PACz,0.188571429,DMACPA,0.125714286,4-ABnP,0.015714286,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,,,5100,33,9,120,100,5,21.54,75.28,1.11,25.71,v4,CH4,10301,102,5309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38178,0326\GP_PL_20250326_6_28.csv,22948.066,2400,2800,2.8,20038.066,0326\GP_PL_20250326_6_28.csv,22948.066,2400,33200,2241.066,17800,6773.065,1.05032474,39755
41285,20250417,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.188571429,DMACPA,0.125714286,4-ABnP,0.015714286,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,PiPI,0.4,,,5000,32,9,110,80,5,22.18,81.88,1.15,23.62,v4,CH1,10322,103,5330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40487,0409\GP_PL_20250409_6_57.csv,23640.066,2200,2800,2.8,20714.066,0409\GP_PL_20250409_6_57.csv,23640.066,2200,60400,2342.066,20200,6970.065,0.926111167,42123
41609,20250421,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,4PADCB,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,,,4900,30,8,130,100,5,18.86,68.68,1.14,24.17,v4,CH1,10403,104,5376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32460,0310\GP_PL_20250310_118_118.csv,21701.158,1800,2800,2.8,19511.158,0310\GP_PL_20250310_118_118.csv,21701.158,1800,39800,2524.159,15800,6358.159,1.0959285,39021
41689,20250421,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,4PADCB,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,PiPI,0.4,,,4900,31,7,130,100,5,21.76,80.45,1.14,23.72,v4,CH1,10423,104,5377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31804,0408\GP_PL_20250408_5_43.csv,20819.697,2200,2800,2.8,17830.697,0408\GP_PL_20250408_5_43.csv,20819.697,2200,39800,2112.697,18400,6024.697,0.913271605,38094
41771,20250423,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.188571429,DMACPA,0.125714286,4-ABnP,0.015714286,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,PiPI,0.4,,,4900,30,8,130,100,5,21.36,77.48,1.15,23.9,v4,CH3,10443,105,5394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40432,0409\GP_PL_20250409_5_43.csv,20769.146,2200,2800,2.8,17567.146,0409\GP_PL_20250409_5_43.csv,20769.146,2200,79800,2079.147,28000,6229.147,0.563565853,41682
41852,20250423,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,4Cl-BZS,0.5,Me-4PACz,0.188571429,DMACPA,0.125714286,4-ABnP,0.015714286,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,,,4900,31,7,130,100,5,22.17,79.12,1.15,24.46,v4,CH4,10463,105,5403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38109,0326\GP_PL_20250326_3_11.csv,22098.771,2400,2800,2.8,19434.771,0326\GP_PL_20250326_3_11.csv,22098.771,2400,31800,2139.772,17800,6563.772,1.008766169,39465
41933,20250423,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,AGAD,1,Me-4PACz,0.198,4PADCB,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,,,4900,30,8,130,100,5,22.51,80.55,1.17,23.95,v4,CH1,10484,105,5411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29343,0219\GP_PL_20250219_62_64.csv,22776.697,2200,2800,2.8,20449.697,0219\GP_PL_20250219_62_64.csv,22776.697,2200,39800,4700.697,18200,6750.697,1.001625,37516
42014,20250424,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.165,DMACPA,0.11,Me-2PACz,0.055,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,3MTPAI,2.5,,,4600,33,14,110,100,7,7.44,34.92,0.83,25.68,,CH2,10504,106,5430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40262,0409\GP_PL_20250409_1_2.csv,19196.146,2200,2800,2.8,17198.146,0409\GP_PL_20250409_1_2.csv,19196.146,2200,53200,1900.147,18400,5743.147,0.830432037,40565
42095,20250424,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.188571429,DMACPA,0.125714286,4-ABnP,0.015714286,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,m-f-PEAI,2,,,4600,33,14,110,100,7,22.44,79.36,1.12,25.24,,CH3,10524,106,5450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40190,0408\GP_PL_20250408_5_43.csv,20819.697,2200,2800,2.8,17830.697,0408\GP_PL_20250408_5_43.csv,20819.697,2200,39800,2112.697,18400,6024.697,0.913271605,40213
42257,20250425,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,4PADCB,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,,,4900,30,7,130,100,5,22.88,80.11,1.15,24.89,,CH1,10565,107,5490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32032,0310\GP_PL_20250310_1_1.csv,16101.275,2200,2800,2.8,13644.275,0310\GP_PL_20250310_1_1.csv,16101.275,2200,39800,2923.275,12200,4775.275,1.1326,38432
42338,20250425,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,AGAD,1,Me-4PACz,0.165,DMACPA,0.11,Me-2PACz,0.055,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,,,4900,31,7,130,100,5,22.35,75.68,1.15,25.61,,CH2,10585,107,5509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40491,0409\GP_PL_20250409_6_58.csv,19399.605,2200,2800,2.8,17087.605,0409\GP_PL_20250409_6_58.csv,19399.605,2200,79800,2021.605,16400,5801.605,0.957605634,42245
42419,20250425,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,AGAD,1,Me-4PACz,0.188571429,DMACPA,0.125714286,4-ABnP,0.015714286,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,,,5100,30,7,130,100,5,14.26,57.54,1.05,23.57,,CH3,10605,107,5529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30374,0224\GP_PL_20250224_82_82.csv,25184.066,2200,2800,2.8,22280.066,0224\GP_PL_20250224_82_82.csv,25184.066,2200,39800,6377.065,20400,7492.065,0.972087967,37614
37045,20250319,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.165,DMACPA,0.055,py3,0.11,1000,10,5000,40,10,160,110,25,PEAI,1.9,,,,,,,5000,31,10,100,100,7,23.48,82.91,1.12,25.28,v3,CH1,9262,85,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32957,0313\GP_PL_20250313_1_1.csv,17776.697,2200,2600,2.6,15740.697,0313\GP_PL_20250313_1_1.csv,17776.697,2200,39800,2048.697,20800,5257.697,0.673064516,39087
37120,20250319,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1.9,,,,,,,5000,33,11,100,100,6,23.12,82.16,1.12,25.05,v3,CH4,9280,85,4288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29124,0219\GP_PL_20250219_1_1.csv,19902.605,2000,2600,2.6,17155.605,0219\GP_PL_20250219_1_1.csv,19902.605,2000,39800,4963.605,20600,5922.605,0.751612903,37155
37481,20250321,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.165,DMACPA,0.055,MeO-2PACz,0.11,1000,10,5000,40,10,160,110,25,PEACl,1,,,,,,,4100,30,12,100,100,4,23.34,82.97,1.13,24.92,v3,CH1,9371,87,4379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40495,0409\GP_PL_20250409_6_59.csv,21072.771,2000,2600,2.6,18822.771,0409\GP_PL_20250409_6_59.csv,21072.771,2000,56000,2090.772,20000,6265.772,0.822611056,42323
37541,20250321,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.165,DMACPA,0.11,Me-2PACz,0.055,1000,10,5000,40,10,160,110,25,PEAI,1.4,,,,,,,5000,30,7,120,100,3,23.57,83.81,1.12,25.08,v3,CH1,9386,87,4394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38190,0326\GP_PL_20250326_7_31.csv,21020.139,2000,2600,2.6,18865.139,0326\GP_PL_20250326_7_31.csv,21020.139,2000,35000,2075.139,18800,6130.139,0.886309524,39841
38693,20250328,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,4PADCB,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,m-f-PEAI,4.5,,,,,4900,31,14,120,100,5,23.75,83.8,1.13,25.14,v3,CH1,9674,92,4682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40334,0409\GP_PL_20250409_2_19.csv,18379.771,2000,2600,2.6,15696.771,0409\GP_PL_20250409_2_19.csv,18379.771,2000,55000,1812.772,19800,5380.772,0.730280843,41019
38774,20250328,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,4PADCB,0.232941176,DMACPA,0.077647059,4-ABnP,0.019411765,1000,10,5000,40,10,160,110,25,PEAI,1,m-f-PEAI,4.5,,,,,4900,31,14,120,100,5,23.59,83.82,1.12,25.18,v3,CH2,9694,92,4702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696.834404,0.518309298,Gonio_3-50_15min_RT-3_20250703-DoubleAdditives_DP_3,1.9, 0711\0711-7-C.csv,,,,,,,,,,,,,,,,,,,,,,,38197,0326\GP_PL_20250326_7_33.csv,20044.771,2000,2600,2.6,17834.771,0326\GP_PL_20250326_7_33.csv,20044.771,2000,33600,1949.772,18200,5935.772,0.870925864,39909
38855,20250331,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,m-f-PEAI,4.5,,,5000,30,10,100,100,5,23.6,82.9,1.14,25.01,v3,CH3,9714,93,4722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40246,0408\GP_PL_20250408_6_57.csv,21037.697,2000,2600,2.6,18465.697,0408\GP_PL_20250408_6_57.csv,21037.697,2000,37200,2092.697,19400,6273.697,0.848505747,40277
